Kampus A STT-NF, -6.3627739,106.8418778
Kampus B STT-NF, -6.3529245, 106.8300487
Perpustakaan Umum Kota Depok, -6.3944843, 106.8197898
Gramedia Depok Margonda, -6.3710577, 106.831055
