WKT,nama,deskripsi
"POLYGON ((106.8527236 -6.2420637, 106.8539896 -6.2420637, 106.8534531 -6.2414238, 106.8532386 -6.2411252, 106.8530669 -6.2408479, 106.8529596 -6.2404426, 106.8529381 -6.2398453, 106.8529167 -6.2393334, 106.853024 -6.2389921, 106.8532815 -6.2381175, 106.853496 -6.2375203, 106.853539 -6.237115, 106.8536248 -6.2366671, 106.8535604 -6.2361125, 106.8534746 -6.2353872, 106.8532386 -6.2346833, 106.8528094 -6.2348113, 106.8527665 -6.2344487, 106.8527021 -6.2339154, 106.8526592 -6.2336594, 106.8525304 -6.2334888, 106.8521871 -6.2334461, 106.851994 -6.2335101, 106.8517151 -6.2334888, 106.8515434 -6.2335741, 106.8513074 -6.2334888, 106.8512215 -6.2332755, 106.8512215 -6.2330622, 106.8509426 -6.2328275, 106.850728 -6.2331475, 106.8506636 -6.2334888, 106.8506851 -6.2339367, 106.8508567 -6.234278, 106.8509426 -6.23447, 106.8513717 -6.23479, 106.851758 -6.2350246, 106.8522515 -6.2353019, 106.8525519 -6.2355579, 106.8527021 -6.2359845, 106.8527665 -6.2364111, 106.8523373 -6.2376056, 106.8521442 -6.2383309, 106.8519725 -6.2389494, 106.8518438 -6.239504, 106.8516936 -6.2400373, 106.8520155 -6.2403359, 106.8521657 -6.2406559, 106.8523373 -6.2410825, 106.8524875 -6.2414664, 106.8527236 -6.2420637))",Polygon Tebet Echo Park
,
