WKT,nama,deskripsi
"POLYGON ((106.8893954 -6.3014823, 106.8894115 -6.302714, 106.8903879 -6.3027033, 106.8904469 -6.3026447, 106.8904683 -6.3025754, 106.8904737 -6.302474, 106.890404 -6.3024101, 106.8903664 -6.3023247, 106.8903288 -6.3022341, 106.8903235 -6.3021648, 106.8903235 -6.3018929, 106.8903342 -6.3017969, 106.8903718 -6.3017222, 106.8904361 -6.3016849, 106.8904951 -6.3016529, 106.8904791 -6.3015623, 106.8904308 -6.301509, 106.8903771 -6.3014503, 106.8903235 -6.3014823, 106.8893954 -6.3014823))",Polygon TMII
,
