WKT,nama,deskripsi
"POLYGON ((106.823597 -6.1714617, 106.8233609 -6.1717177, 106.8232966 -6.1719524, 106.8232751 -6.1721657, 106.8232536 -6.1736377, 106.8231893 -6.1756643, 106.8231249 -6.1780537, 106.8231034 -6.179739, 106.8231678 -6.1799523, 106.8233824 -6.1801443, 106.8236613 -6.1802936, 106.8238974 -6.1803363, 106.8250561 -6.1803576, 106.8258286 -6.1803363, 106.8263865 -6.1802723, 106.8268156 -6.1802723, 106.8274593 -6.1802083, 106.828146 -6.180187, 106.8309784 -6.1801443, 106.8311071 -6.179867, 106.8310428 -6.1796536, 106.8309784 -6.1794403, 106.830442 -6.1789283, 106.8304205 -6.1787576, 106.8305707 -6.1785656, 106.8306351 -6.1784163, 106.8298626 -6.1776057, 106.8299055 -6.1766883, 106.8299484 -6.1760697, 106.8300128 -6.1757497, 106.8300128 -6.1754723, 106.8300343 -6.1752163, 106.8300343 -6.174555, 106.8300343 -6.1741924, 106.829927 -6.1736804, 106.8297982 -6.173403, 106.829412 -6.1732964, 106.829176 -6.173083, 106.8290472 -6.172891, 106.8290687 -6.1726137, 106.8292403 -6.1718457, 106.8291545 -6.1716324, 106.8289614 -6.1715257, 106.8283176 -6.1715257, 106.8257427 -6.171483, 106.823597 -6.1714617))",Polygon Taman Monas Jakarta
,
