WKT,nama,deskripsi
"POLYGON ((106.8061079 -6.2127784, 106.8050779 -6.2129917, 106.8027605 -6.213525, 106.7983402 -6.2146129, 106.79819 -6.2148262, 106.7982114 -6.2151888, 106.7983187 -6.2157434, 106.7983831 -6.2163407, 106.7984046 -6.2169807, 106.7983831 -6.2177059, 106.7983616 -6.2186019, 106.7983187 -6.2193485, 106.7982973 -6.2197324, 106.7983402 -6.2200097, 106.798426 -6.2203724, 106.7984046 -6.2206283, 106.7990054 -6.2209057, 106.8006362 -6.2215669, 106.8018378 -6.2219935, 106.802739 -6.2223562, 106.8030609 -6.2225268, 106.8032969 -6.2228468, 106.8036402 -6.2231881, 106.8039406 -6.2236147, 106.8043483 -6.2241053, 106.804756 -6.2246813, 106.8087686 -6.2219722, 106.8082751 -6.2213109, 106.8082966 -6.2157008, 106.8069018 -6.2157221, 106.8066658 -6.2155941, 106.8061722 -6.2156368, 106.8061079 -6.2143996, 106.8063224 -6.2142289, 106.8063654 -6.2135463, 106.8061079 -6.2127784))",Polygon Kompleks Gelora Bung Karno
,
